id,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
5311,1-May-77,43,0,7,"$116,700 ",Yes,M,Bachelors,Professional,27,"$39,325 ",7,SUV,"$12,567 ",2,8,4
5312,10-Feb-88,32,0,3,"$106,048 ",Yes,M,PhD,Clerical,31,"$14,157 ",7,Panel Truck,"$6,308 ",1,1,14
5313,10-May-86,34,1,6,"$102,234 ",No,F,PhD,Student,24,"$36,634 ",13,SUV,"$20,436 ",0,10,13
5314,28-Oct-90,30,0,8,"$108,577 ",Yes,F,Bachelors,Doctor,39,"$34,884 ",12,Panel Truck,"$11,489 ",1,3,11
5315,1-Oct-93,27,0,7,"$61,824 ",No,F,Masters,Lawyer,33,"$14,291 ",13,Pickup,"$4,804 ",3,4,12
5316,4-May-70,50,4,7,"$111,622 ",No,F,Masters,Manager,40,"$24,233 ",7,Minivan,"$7,922 ",0,1,4
5317,19-Sep-69,51,3,1,"$137,035 ",No,M,PhD,Lawyer,32,"$15,702 ",13,Minivan,"$4,396 ",1,6,14
5318,8-Mar-90,30,2,5,"$35,200 ",No,M,High School,Home Maker,29,"$29,453 ",7,Panel Truck,"$20,390 ",1,7,12
5319,24-Oct-02,18,0,12,"$30,768 ",No,M,PhD,Manager,28,"$35,252 ",15,Pickup,"$25,514 ",2,0,15
5320,18-Jul-75,45,0,8,"$110,373 ",Yes,F,PhD,Lawyer,42,"$18,712 ",14,Minivan,"$22,108 ",3,6,15
5321,6-Feb-89,32,0,8,"$133,089 ",No,F,Bachelors,Student,38,"$34,465 ",10,Pickup,"$8,999 ",0,6,15
5322,21-Aug-69,51,3,12,"$112,207 ",No,F,Bachelors,Doctor,11,"$23,533 ",4,Minivan,"$24,306 ",1,4,8
5323,28-Aug-75,45,2,0,"$33,572 ",No,F,High School,Manager,30,"$24,422 ",15,Sports Car,"$21,404 ",3,7,6
5324,11-May-98,22,2,9,"$47,677 ",Yes,M,PhD,Professional,28,"$15,814 ",10,Sports Car,"$7,404 ",0,1,8
5325,11-Dec-71,49,0,8,"$45,817 ",Yes,F,PhD,Blue Collar,45,"$24,222 ",4,Pickup,"$2,745 ",1,9,9
5326,26-Feb-86,34,2,10,"$52,423 ",Yes,F,Masters,Home Maker,34,"$33,007 ",12,Panel Truck,"$3,055 ",0,3,0
5327,18-Dec-98,22,1,12,"$45,136 ",No,F,Masters,Home Maker,15,"$26,353 ",7,Minivan,"$6,298 ",0,9,11
5328,20-Sep-76,44,3,12,"$127,749 ",No,F,PhD,Blue Collar,28,"$33,377 ",2,Pickup,"$23,808 ",2,2,6
5329,27-Dec-71,49,3,7,"$88,856 ",No,F,High School,Manager,34,"$37,406 ",7,SUV,"$3,468 ",2,9,10
5330,6-Sep-70,50,2,3,"$94,542 ",Yes,M,Bachelors,Clerical,22,"$21,737 ",2,Panel Truck,"$3,149 ",0,6,11
5331,20-Mar-89,31,1,7,"$130,272 ",No,M,Masters,Student,13,"$14,753 ",10,SUV,"$17,042 ",0,8,4
5332,10-Apr-67,53,2,12,"$70,877 ",No,M,High School,Home Maker,17,"$35,858 ",15,Panel Truck,"$2,130 ",0,9,13
5333,24-Mar-81,39,0,2,"$105,873 ",Yes,F,Bachelors,Clerical,38,"$24,602 ",15,Van,"$18,662 ",0,0,15
5334,23-Mar-74,46,0,5,"$132,256 ",Yes,M,PhD,Home Maker,44,"$25,809 ",5,Panel Truck,"$22,770 ",2,5,4
5335,26-Jul-85,35,0,10,"$93,846 ",Yes,M,Bachelors,Manager,44,"$18,769 ",10,Minivan,"$7,911 ",2,1,0
5336,15-May-92,28,0,1,"$116,518 ",Yes,F,PhD,Lawyer,30,"$35,628 ",2,SUV,"$20,791 ",0,2,2
5337,18-Dec-72,48,0,4,"$32,608 ",Yes,F,PhD,Professional,25,"$16,329 ",3,SUV,"$23,067 ",0,1,12
5338,12-Mar-69,51,0,4,"$143,489 ",No,F,Masters,Professional,27,"$35,695 ",7,SUV,"$10,696 ",1,8,7
5339,22-Apr-88,32,3,3,"$139,500 ",Yes,M,Bachelors,Blue Collar,26,"$39,436 ",15,Pickup,"$5,090 ",0,9,15
5340,17-Oct-84,36,3,6,"$73,322 ",Yes,M,Masters,Blue Collar,18,"$18,001 ",2,Minivan,"$3,273 ",3,1,3
5341,26-Sep-88,32,0,11,"$100,873 ",No,F,PhD,Lawyer,30,"$17,207 ",15,Van,"$6,883 ",3,6,2
5342,18-Sep-74,46,3,9,"$147,073 ",No,F,Bachelors,Blue Collar,25,"$27,156 ",6,Panel Truck,"$14,266 ",2,10,1
5343,4-Oct-98,22,3,13,"$89,813 ",No,F,PhD,Manager,16,"$19,742 ",13,Van,"$8,695 ",2,0,0
5344,13-Aug-76,44,1,1,"$45,914 ",Yes,M,Masters,Clerical,11,"$30,297 ",9,SUV,"$2,093 ",0,5,5
5345,19-Jan-89,32,0,10,"$136,275 ",Yes,M,Bachelors,Professional,25,"$37,200 ",9,Sports Car,"$3,585 ",0,9,11
5346,26-Apr-75,45,0,12,"$40,297 ",Yes,M,High School,Manager,18,"$35,477 ",1,Panel Truck,"$25,223 ",3,0,10
5347,28-Apr-94,26,4,0,"$132,309 ",No,F,Bachelors,Home Maker,20,"$31,966 ",9,Panel Truck,"$18,959 ",2,2,8
5348,27-May-75,45,2,3,"$33,953 ",Yes,M,Bachelors,Blue Collar,33,"$14,719 ",14,Pickup,"$12,980 ",3,4,9
5349,29-Jan-66,55,0,8,"$79,880 ",Yes,F,High School,Home Maker,13,"$36,409 ",7,Van,"$22,959 ",0,7,6
5350,30-Mar-98,22,0,2,"$101,238 ",No,M,Bachelors,Doctor,17,"$17,486 ",9,Sports Car,"$11,968 ",0,5,5
5351,13-Jul-87,33,1,13,"$143,680 ",No,F,Bachelors,Manager,15,"$19,906 ",8,Van,"$9,812 ",1,7,1
5352,4-Aug-78,42,0,0,"$78,315 ",Yes,F,High School,Doctor,29,"$39,112 ",12,Van,"$1,288 ",0,6,2
5353,23-Nov-70,50,3,5,"$147,986 ",Yes,M,PhD,Lawyer,39,"$35,914 ",4,Panel Truck,"$24,898 ",0,10,6
5354,6-Apr-76,44,0,10,"$132,665 ",Yes,F,Masters,Student,18,"$21,245 ",1,Minivan,"$23,690 ",0,4,6
5355,29-Nov-88,32,2,11,"$48,203 ",No,M,Masters,Professional,17,"$31,105 ",7,Van,"$24,069 ",0,2,8
5356,27-Apr-66,54,0,8,"$130,153 ",Yes,M,High School,Student,31,"$30,126 ",6,Panel Truck,"$25,391 ",3,1,3
5357,1-Apr-75,45,1,1,"$107,444 ",No,M,PhD,Student,37,"$15,018 ",12,Panel Truck,"$26,127 ",0,0,11
5358,11-Jun-84,36,2,11,"$33,894 ",Yes,M,PhD,Blue Collar,44,"$18,884 ",4,Pickup,"$24,277 ",1,5,3
5359,1-Aug-73,47,0,2,"$79,180 ",Yes,F,Masters,Clerical,29,"$15,212 ",12,Van,$851 ,2,0,3
5360,25-Jun-86,34,1,6,"$82,879 ",No,F,Bachelors,Student,38,"$23,802 ",1,Minivan,"$11,213 ",2,7,12
5361,28-Nov-94,26,2,2,"$92,528 ",No,M,High School,Clerical,20,"$21,364 ",3,Minivan,"$20,977 ",0,4,14
5362,14-Jun-65,55,0,1,"$62,565 ",No,M,Masters,Clerical,37,"$21,036 ",12,Panel Truck,"$11,021 ",0,2,6
5363,7-Aug-71,49,2,10,"$45,481 ",No,F,High School,Lawyer,29,"$36,859 ",8,Pickup,"$12,181 ",0,0,2
5364,20-Dec-91,29,0,5,"$90,899 ",No,F,Masters,Student,33,"$14,857 ",1,Minivan,"$25,999 ",2,9,5
5365,20-Aug-77,43,0,13,"$47,653 ",No,M,PhD,Home Maker,24,"$29,798 ",4,Sports Car,"$21,221 ",0,10,15
5366,16-Feb-78,42,1,6,"$138,478 ",No,F,PhD,Professional,16,"$28,497 ",5,SUV,"$7,579 ",0,10,7
5367,9-Apr-83,37,1,0,"$98,077 ",Yes,M,Bachelors,Student,11,"$14,096 ",4,Sports Car,"$1,628 ",0,4,15
5368,12-Sep-85,35,0,13,"$94,438 ",No,M,Bachelors,Doctor,45,"$26,446 ",10,Van,"$26,885 ",1,2,2
5369,1-Jul-79,41,3,13,"$81,961 ",No,M,Masters,Manager,32,"$18,267 ",4,Panel Truck,"$14,228 ",0,4,5
5370,4-Oct-67,53,0,9,"$117,654 ",Yes,M,High School,Manager,10,"$23,842 ",6,Van,"$1,077 ",3,3,9
5371,17-Feb-87,33,4,3,"$132,140 ",Yes,F,Masters,Lawyer,33,"$36,856 ",7,SUV,"$25,960 ",3,1,10
5372,5-Feb-76,45,0,11,"$144,889 ",No,F,High School,Home Maker,31,"$18,147 ",3,Pickup,"$14,964 ",2,7,8
5373,13-Feb-71,49,0,13,"$141,112 ",Yes,M,PhD,Blue Collar,43,"$36,174 ",3,Pickup,"$7,312 ",0,3,4
5374,3-Feb-00,21,2,12,"$79,288 ",No,F,Masters,Student,23,"$32,411 ",6,Minivan,"$26,450 ",2,2,13
5375,3-Feb-77,44,4,3,"$42,249 ",Yes,F,High School,Manager,34,"$29,029 ",4,Minivan,"$3,557 ",1,6,15
5376,28-Mar-75,45,0,8,"$146,494 ",No,M,PhD,Home Maker,34,"$18,223 ",9,Sports Car,"$18,797 ",0,5,11
5377,19-Aug-66,54,1,4,"$54,041 ",No,F,High School,Professional,43,"$17,125 ",12,Van,"$2,216 ",0,5,5
5378,14-Nov-00,20,0,5,"$59,314 ",Yes,M,PhD,Student,19,"$24,957 ",1,Panel Truck,"$19,706 ",0,2,5
5379,19-Jan-99,22,4,2,"$63,979 ",No,F,PhD,Lawyer,11,"$38,160 ",14,Pickup,"$17,646 ",0,0,5
5380,3-Nov-73,47,4,9,"$67,176 ",Yes,F,Bachelors,Doctor,10,"$33,657 ",10,Sports Car,$740 ,0,7,5
5381,27-Aug-99,21,2,9,"$87,546 ",Yes,F,Bachelors,Student,32,"$33,362 ",5,Pickup,"$11,097 ",0,6,2
5382,15-Sep-76,44,2,12,"$124,918 ",No,F,Masters,Blue Collar,17,"$33,756 ",7,Sports Car,"$7,541 ",0,5,10
5383,7-Aug-96,24,2,7,"$142,640 ",Yes,F,Masters,Blue Collar,37,"$25,008 ",13,Pickup,"$20,619 ",1,3,11
5384,26-Dec-74,46,2,12,"$143,888 ",No,M,Masters,Home Maker,37,"$34,929 ",10,Panel Truck,"$23,061 ",1,7,11
5385,16-Apr-67,53,2,6,"$87,023 ",Yes,F,High School,Student,25,"$33,836 ",7,Panel Truck,"$12,784 ",1,3,13
5386,30-Mar-01,19,0,10,"$146,413 ",No,F,Bachelors,Student,15,"$14,159 ",6,Van,"$14,805 ",0,6,10
5387,10-Jul-94,26,2,7,"$53,454 ",Yes,F,PhD,Blue Collar,40,"$26,304 ",13,Sports Car,"$7,029 ",0,2,15
5388,13-Mar-70,50,3,8,"$137,725 ",No,M,High School,Clerical,30,"$24,295 ",3,Minivan,"$19,888 ",0,10,6
5389,28-Jan-81,40,0,3,"$34,387 ",No,F,Masters,Lawyer,36,"$15,990 ",15,Van,"$14,986 ",0,10,8
5390,24-Aug-70,50,3,8,"$112,275 ",No,F,Bachelors,Lawyer,29,"$16,151 ",10,Pickup,$640 ,2,9,12
5391,22-Apr-93,27,3,10,"$45,921 ",Yes,F,High School,Clerical,14,"$28,152 ",13,Sports Car,"$17,678 ",1,2,12
5392,30-Jun-77,43,2,6,"$53,885 ",No,M,PhD,Lawyer,21,"$21,974 ",1,SUV,"$4,878 ",0,10,10
5393,7-Mar-76,44,3,8,"$73,975 ",Yes,F,PhD,Home Maker,28,"$31,801 ",15,Van,"$24,445 ",3,4,3
5394,16-Dec-82,38,3,0,"$91,227 ",No,M,Masters,Professional,38,"$34,491 ",1,Van,"$24,306 ",0,4,8
5395,24-Sep-97,23,1,5,"$113,499 ",No,F,PhD,Home Maker,41,"$19,539 ",12,Minivan,"$26,695 ",0,8,6
5396,15-Jun-88,32,3,0,"$46,517 ",No,F,Bachelors,Blue Collar,31,"$39,682 ",10,Panel Truck,"$6,924 ",2,0,3
5397,14-Jun-03,17,0,8,"$140,839 ",No,F,Masters,Student,33,"$37,175 ",12,Van,"$15,716 ",2,3,7
5398,30-Jan-98,23,4,2,"$114,446 ",Yes,F,High School,Student,29,"$28,225 ",12,Sports Car,"$5,018 ",2,9,3
5399,3-Mar-87,33,2,1,"$105,005 ",Yes,M,Masters,Clerical,30,"$28,956 ",10,Sports Car,"$21,193 ",2,2,13
5400,28-Dec-66,54,3,13,"$96,888 ",No,M,Bachelors,Clerical,18,"$38,742 ",11,Sports Car,"$26,268 ",0,2,14
5401,5-Sep-96,24,2,6,"$79,960 ",No,M,Bachelors,Manager,18,"$38,322 ",6,Pickup,$100 ,0,10,9
5402,23-Apr-81,39,0,9,"$81,335 ",Yes,M,PhD,Blue Collar,45,"$39,294 ",9,Sports Car,"$23,445 ",0,0,6
5403,22-Dec-03,17,3,4,"$79,017 ",No,M,PhD,Clerical,38,"$22,375 ",9,Pickup,"$5,507 ",0,10,8
5404,21-Feb-92,28,2,0,"$89,994 ",Yes,M,Masters,Lawyer,29,"$30,239 ",8,Minivan,"$8,890 ",3,9,13
5405,22-Aug-80,40,0,12,"$133,472 ",No,M,PhD,Student,33,"$29,155 ",12,Panel Truck,"$19,255 ",0,6,9
5406,29-Aug-96,24,1,8,"$139,062 ",No,F,PhD,Lawyer,27,"$37,996 ",5,Minivan,"$14,217 ",0,2,13
5407,20-Dec-00,20,3,5,"$124,205 ",No,M,Bachelors,Student,12,"$14,844 ",3,Minivan,"$9,177 ",0,3,2
5408,7-Jun-97,23,0,4,"$118,183 ",Yes,M,Masters,Doctor,18,"$32,526 ",10,Van,"$3,349 ",1,0,14
5409,2-May-82,38,0,12,"$81,831 ",No,M,Bachelors,Lawyer,10,"$20,858 ",2,Van,"$5,919 ",0,10,0
5410,6-Apr-81,39,4,10,"$73,769 ",No,F,High School,Clerical,43,"$24,768 ",8,Sports Car,"$4,376 ",0,10,0
5411,4-Dec-88,32,2,8,"$112,021 ",Yes,F,Masters,Home Maker,35,"$34,123 ",4,Pickup,$660 ,0,1,6
5412,8-Jan-94,27,0,10,"$47,713 ",No,M,PhD,Doctor,14,"$25,546 ",11,Pickup,"$8,260 ",0,0,7
5413,30-Sep-87,33,4,5,"$46,535 ",No,M,Bachelors,Student,20,"$27,440 ",4,Panel Truck,"$21,023 ",0,1,12
5414,14-Jun-81,39,2,0,"$78,221 ",No,F,High School,Home Maker,31,"$15,047 ",12,SUV,"$15,919 ",0,8,7
5415,5-Oct-75,45,0,4,"$149,982 ",No,M,Masters,Doctor,43,"$22,224 ",7,Sports Car,"$10,844 ",0,8,0
5416,22-Jan-82,39,1,8,"$40,763 ",No,M,Bachelors,Professional,41,"$37,007 ",14,Van,"$17,328 ",2,7,3
5417,19-Mar-72,48,2,6,"$95,405 ",No,F,High School,Doctor,32,"$36,208 ",9,SUV,"$25,224 ",3,6,6
5418,19-Dec-94,26,0,0,"$76,707 ",Yes,M,PhD,Lawyer,40,"$15,563 ",4,Van,"$22,744 ",0,8,9
5419,26-Apr-91,29,0,8,"$73,146 ",Yes,M,Masters,Lawyer,12,"$39,275 ",10,Panel Truck,"$5,428 ",0,10,13
5420,6-Nov-02,18,1,2,"$30,014 ",Yes,F,PhD,Home Maker,43,"$26,403 ",14,Van,"$11,396 ",0,2,6
5421,5-Aug-95,25,2,10,"$120,255 ",Yes,M,Masters,Doctor,17,"$18,086 ",4,Pickup,"$23,362 ",0,1,6
5422,6-Sep-92,28,0,0,"$60,334 ",Yes,M,High School,Manager,26,"$16,568 ",14,Pickup,"$9,857 ",0,6,8
5423,6-Mar-76,44,3,12,"$95,770 ",Yes,F,Bachelors,Manager,16,"$23,223 ",4,Van,$680 ,2,5,6
5424,15-May-66,54,1,5,"$85,761 ",No,F,Masters,Clerical,22,"$29,243 ",12,Pickup,"$2,413 ",3,1,1
5425,27-Apr-02,18,0,12,"$88,306 ",No,M,Masters,Doctor,42,"$27,869 ",7,SUV,"$25,545 ",0,2,11
5426,5-May-77,43,2,13,"$59,514 ",Yes,M,Bachelors,Home Maker,12,"$38,247 ",13,Minivan,"$2,367 ",0,8,13
5427,21-Sep-68,52,3,0,"$47,697 ",Yes,M,Masters,Student,41,"$16,882 ",9,SUV,"$4,433 ",2,4,14
5428,15-Sep-67,53,2,7,"$140,870 ",Yes,F,High School,Doctor,23,"$30,268 ",14,Panel Truck,"$19,952 ",0,2,14
5429,9-Apr-70,50,3,10,"$35,862 ",Yes,F,Masters,Blue Collar,38,"$19,768 ",7,Pickup,"$3,798 ",0,6,9
5430,19-Jan-66,55,0,1,"$149,042 ",No,M,Bachelors,Blue Collar,38,"$34,648 ",6,Pickup,"$8,874 ",1,10,9
5431,20-Jul-78,42,0,7,"$30,338 ",Yes,F,High School,Professional,13,"$29,131 ",10,Sports Car,"$18,617 ",0,8,4
5432,2-Jan-76,45,2,0,"$88,144 ",Yes,M,High School,Clerical,33,"$20,513 ",1,SUV,"$5,310 ",1,2,15
5433,9-Mar-02,18,4,10,"$142,402 ",Yes,F,Bachelors,Doctor,18,"$32,904 ",15,Minivan,"$1,077 ",1,2,11
5434,14-Aug-65,55,0,5,"$48,404 ",Yes,M,Masters,Lawyer,32,"$25,770 ",3,Minivan,"$11,728 ",0,1,0
5435,23-Mar-95,25,3,1,"$35,426 ",Yes,M,Bachelors,Lawyer,23,"$15,756 ",6,Minivan,"$8,872 ",3,9,4
5436,11-May-80,40,0,4,"$56,756 ",No,M,PhD,Home Maker,31,"$29,837 ",14,Van,"$16,068 ",0,3,14
5437,17-May-00,20,1,12,"$63,606 ",No,M,High School,Student,13,"$29,854 ",4,Van,"$21,290 ",0,10,5
5438,14-Mar-82,38,0,0,"$75,193 ",No,F,Bachelors,Lawyer,30,"$24,588 ",4,SUV,"$18,130 ",0,3,2
5439,14-Jun-03,17,0,4,"$143,687 ",Yes,F,Bachelors,Clerical,16,"$21,899 ",15,Pickup,"$16,940 ",2,1,8
5440,15-Nov-96,24,4,6,"$149,497 ",Yes,F,High School,Lawyer,33,"$25,321 ",8,Minivan,"$21,273 ",1,5,13
5441,27-Jul-68,52,0,6,"$85,746 ",No,M,PhD,Professional,10,"$15,093 ",10,Minivan,"$3,171 ",0,5,10
5442,22-Apr-79,41,0,5,"$109,747 ",Yes,F,High School,Clerical,16,"$21,981 ",11,SUV,"$12,068 ",0,7,14
5443,1-Oct-79,41,2,13,"$97,696 ",Yes,M,Bachelors,Professional,30,"$31,303 ",10,Panel Truck,"$22,449 ",0,10,2
5444,4-Apr-69,51,2,3,"$89,307 ",Yes,M,Bachelors,Doctor,23,"$38,913 ",12,Minivan,"$17,470 ",0,2,10
5445,10-Mar-00,20,0,11,"$87,434 ",Yes,F,Bachelors,Clerical,11,"$31,847 ",10,Sports Car,"$20,320 ",1,9,13
5446,10-Jan-91,30,0,9,"$117,847 ",Yes,F,PhD,Professional,45,"$29,732 ",13,SUV,"$14,577 ",0,10,14
5447,15-Jul-74,46,0,12,"$76,593 ",Yes,M,High School,Clerical,25,"$25,580 ",3,Minivan,"$16,405 ",3,4,13
5448,15-Aug-75,45,0,6,"$146,112 ",Yes,M,PhD,Student,15,"$14,317 ",2,Sports Car,"$18,444 ",0,7,9
5449,13-Jun-74,46,3,12,"$38,585 ",Yes,F,PhD,Blue Collar,31,"$29,452 ",11,Sports Car,"$14,111 ",0,1,4
5450,17-Feb-87,33,0,13,"$62,733 ",Yes,F,PhD,Manager,35,"$31,048 ",9,Sports Car,"$18,502 ",0,4,7
5451,27-Aug-65,55,0,3,"$110,723 ",No,M,Bachelors,Professional,44,"$20,727 ",15,Minivan,"$19,948 ",0,8,9
5452,17-Apr-73,47,1,0,"$96,785 ",No,F,Bachelors,Professional,35,"$24,348 ",3,Minivan,"$17,545 ",0,2,2
5453,13-Feb-81,39,0,12,"$138,291 ",Yes,M,PhD,Manager,25,"$31,099 ",6,Minivan,"$26,389 ",0,10,5
5454,8-Feb-78,43,0,10,"$107,987 ",No,F,Bachelors,Doctor,22,"$22,628 ",11,Minivan,"$1,642 ",0,10,0
5455,25-Feb-02,18,0,11,"$55,759 ",Yes,F,Masters,Doctor,13,"$18,124 ",8,SUV,"$16,794 ",0,2,8
5456,2-Apr-83,37,4,9,"$119,118 ",No,M,PhD,Manager,40,"$14,511 ",6,Panel Truck,"$17,671 ",2,4,14
5457,15-Jul-90,30,4,3,"$110,315 ",Yes,M,PhD,Manager,43,"$38,199 ",3,Panel Truck,"$10,256 ",2,4,13
5458,22-Jul-92,28,2,4,"$121,293 ",Yes,M,Bachelors,Student,41,"$19,168 ",7,Van,"$17,754 ",2,0,1
5459,25-May-77,43,2,13,"$111,891 ",Yes,M,Bachelors,Manager,24,"$28,954 ",2,Minivan,"$19,408 ",3,5,2
5460,14-Apr-76,44,0,1,"$84,911 ",No,M,High School,Lawyer,37,"$30,043 ",15,Minivan,"$21,686 ",0,5,8
5461,23-Dec-84,36,4,11,"$89,540 ",Yes,F,PhD,Student,14,"$32,916 ",12,SUV,"$14,471 ",2,4,11
5462,28-Jan-77,44,4,7,"$102,079 ",No,F,Bachelors,Professional,33,"$22,973 ",7,Sports Car,$522 ,1,5,5
5463,30-Apr-73,47,0,5,"$109,557 ",No,M,Bachelors,Clerical,43,"$39,808 ",12,Panel Truck,"$21,869 ",1,10,7
5464,20-Apr-79,41,3,1,"$133,699 ",No,M,PhD,Manager,26,"$15,719 ",13,Sports Car,"$20,259 ",2,0,12
5465,11-Oct-02,18,1,5,"$132,894 ",No,M,Masters,Student,25,"$17,243 ",1,Van,"$12,817 ",2,9,6
5466,26-Sep-86,34,1,9,"$50,971 ",No,F,PhD,Professional,13,"$36,724 ",6,Panel Truck,"$22,877 ",3,5,6
5467,23-Feb-81,39,2,7,"$37,037 ",Yes,M,Bachelors,Blue Collar,21,"$31,200 ",10,SUV,"$23,864 ",2,5,3
5468,31-Oct-79,41,3,11,"$42,381 ",No,F,PhD,Home Maker,24,"$33,680 ",3,Minivan,"$26,309 ",0,9,4
5469,26-Feb-99,21,4,2,"$81,537 ",No,M,Bachelors,Lawyer,16,"$26,996 ",12,Sports Car,"$7,545 ",0,6,0
5470,13-Oct-89,31,3,8,"$78,771 ",Yes,M,Masters,Clerical,15,"$33,917 ",12,Van,"$11,139 ",0,10,10
5471,19-Jan-88,33,3,11,"$62,690 ",No,F,Bachelors,Home Maker,13,"$34,490 ",5,SUV,"$16,896 ",1,2,6
5472,3-Jun-84,36,0,12,"$40,732 ",Yes,M,High School,Clerical,11,"$15,240 ",11,Pickup,"$26,993 ",0,6,5
5473,1-Jul-76,44,0,4,"$33,641 ",Yes,M,High School,Home Maker,16,"$26,505 ",9,SUV,"$14,224 ",1,4,7
5474,31-Mar-88,32,0,10,"$141,801 ",No,M,Bachelors,Student,33,"$16,354 ",13,Sports Car,"$6,480 ",0,2,9
5475,21-Apr-98,22,0,0,"$111,021 ",Yes,F,High School,Home Maker,38,"$15,707 ",12,Pickup,"$6,993 ",3,1,9
5476,13-Apr-99,21,0,1,"$45,210 ",No,F,Masters,Manager,44,"$15,152 ",8,Van,"$19,531 ",2,0,10
5477,8-Feb-70,51,4,7,"$103,193 ",No,F,Bachelors,Manager,29,"$27,685 ",5,Van,"$15,051 ",0,2,11
5478,6-Feb-90,31,0,1,"$129,842 ",No,M,Masters,Clerical,26,"$18,410 ",1,SUV,"$17,346 ",1,7,11
5479,17-Mar-89,31,0,10,"$119,709 ",No,F,Masters,Manager,28,"$35,425 ",6,Pickup,"$7,157 ",3,4,13
5480,3-Nov-65,55,3,11,"$35,462 ",Yes,F,Masters,Lawyer,28,"$25,819 ",14,Van,"$5,145 ",2,3,6
5481,14-Nov-92,28,4,2,"$122,820 ",Yes,F,Masters,Blue Collar,42,"$34,607 ",14,Pickup,"$3,232 ",0,6,13
5482,12-Oct-75,45,0,7,"$46,837 ",No,M,High School,Home Maker,40,"$38,180 ",12,Panel Truck,"$23,222 ",0,6,0
5483,7-Sep-98,22,0,1,"$124,409 ",No,F,PhD,Clerical,16,"$20,757 ",13,Van,"$23,593 ",0,7,13
5484,8-May-65,55,2,3,"$89,462 ",Yes,F,High School,Home Maker,36,"$30,256 ",13,Sports Car,"$26,639 ",0,8,5
5485,17-Mar-66,54,3,8,"$142,317 ",Yes,M,Masters,Doctor,41,"$15,202 ",5,Pickup,"$14,278 ",1,2,5
5486,18-Jan-81,40,3,2,"$33,703 ",Yes,M,PhD,Manager,15,"$31,610 ",5,Pickup,"$9,420 ",1,1,11
5487,9-Jan-01,20,1,11,"$37,292 ",Yes,F,PhD,Clerical,11,"$28,496 ",5,SUV,"$16,169 ",2,3,13
5488,23-Sep-71,49,0,3,"$147,723 ",Yes,M,PhD,Blue Collar,35,"$27,280 ",15,Pickup,"$25,330 ",0,9,2
5489,4-Apr-92,28,0,5,"$142,336 ",Yes,F,Masters,Manager,10,"$26,188 ",5,SUV,"$8,761 ",1,10,2
5490,30-Aug-86,34,0,7,"$109,326 ",Yes,F,Masters,Student,34,"$19,791 ",9,Sports Car,"$9,031 ",1,5,0
5491,18-Jan-96,25,1,6,"$66,420 ",Yes,M,Masters,Home Maker,35,"$37,987 ",5,Pickup,"$8,421 ",0,10,11
5492,3-Jan-78,43,0,12,"$62,858 ",Yes,M,Masters,Student,25,"$32,842 ",6,Van,$953 ,0,7,14
5493,23-Feb-85,35,2,13,"$104,200 ",Yes,M,PhD,Student,12,"$32,142 ",9,Panel Truck,"$2,957 ",0,6,0
5494,6-Jul-87,33,2,6,"$66,994 ",No,F,High School,Lawyer,24,"$38,733 ",3,Sports Car,"$6,451 ",0,6,4
5495,26-Jun-72,48,4,4,"$142,141 ",No,M,High School,Home Maker,15,"$26,858 ",4,Panel Truck,"$21,395 ",2,2,8
5496,23-Dec-84,36,0,4,"$103,365 ",Yes,M,Masters,Student,43,"$28,766 ",11,Sports Car,"$21,182 ",0,7,14
5497,21-Jan-74,47,1,12,"$142,752 ",Yes,F,High School,Doctor,25,"$32,343 ",6,Sports Car,"$18,103 ",3,5,15
5498,1-May-83,37,0,11,"$32,078 ",No,M,High School,Lawyer,16,"$35,214 ",4,SUV,"$2,576 ",0,9,8
5499,19-Apr-02,18,4,7,"$120,840 ",Yes,M,High School,Student,15,"$25,622 ",10,Van,"$9,927 ",1,1,6
5500,5-Sep-85,35,2,1,"$108,202 ",No,F,Masters,Professional,43,"$39,420 ",9,Van,"$3,940 ",0,1,11
5501,4-Jun-82,38,2,3,"$63,039 ",No,F,Bachelors,Home Maker,43,"$38,923 ",9,Minivan,"$3,941 ",0,8,15
5502,4-Nov-70,50,1,12,"$95,499 ",No,M,High School,Professional,32,"$37,600 ",15,Sports Car,"$9,713 ",0,3,2
5503,12-Aug-98,22,0,11,"$46,189 ",No,M,High School,Blue Collar,32,"$18,995 ",13,Pickup,"$6,923 ",0,6,7
5504,13-Feb-76,44,4,11,"$110,466 ",No,F,PhD,Blue Collar,27,"$15,773 ",13,Sports Car,"$26,632 ",0,0,11
5505,27-Sep-81,39,0,13,"$122,566 ",No,F,Masters,Clerical,40,"$20,847 ",7,Sports Car,"$12,312 ",0,5,8
5506,3-Aug-00,20,3,2,"$68,974 ",No,M,Masters,Lawyer,29,"$15,776 ",7,Minivan,$359 ,3,10,10
5507,1-Jun-66,54,0,13,"$113,528 ",No,M,High School,Student,38,"$38,866 ",8,Panel Truck,"$2,968 ",1,6,4
5508,7-Mar-94,26,4,7,"$38,294 ",No,M,Bachelors,Professional,32,"$21,753 ",4,SUV,"$13,769 ",1,10,8
